Player Name,Age,Season,Position,Team,Games Played,Games Started,Passing Attempts,Passing Completions,Passing Yards,Passing Touchdowns,Interceptions Thrown,Rushing Attempts,Rushing Yards,Rushing Touchdowns,Targets,Receptions,Receiving Yards,Receiving Touchdowns,Fumbles,Field Goals Attempted 0-39,Field Goals Made 0-39,Field Goals Attempted 40-49,Field Goals Made 40-49,Field Goals Attempted 50+,Field Goals Made 50+,Field Goals Attempted,Field Goals Made,Extra Points Attempted,Extra Points Made,Total Yards Allowed,Total Plays,Takeaways,First Downs Allowed,Passing Yards Allowed,Passing Touchdowns Allowed,Rushing Yards Allowed,Rushing Touchdowns Allowed,Penalties Committed,Penalty Yards,First Downs by Penalty,Percent Drives Scored On,Percent Drives Takeaway,ST_Sacks,ST_Interceptions,ST_Fumble Recoveries,ST_Forced Fumbles,ST_Safeties,ST_Special Teams Touchdowns,Fantasy Points From Points,XP2,ESPN ADP,Sleeper ADP,NFL ADP,RTSports ADP,Average ADP,Positional ADP
A.J. Brown,24.0,2021,WR,TEN,13.0,13.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,105.0,63.0,869.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,21.0,25.0,23.8,8.0
A.J. Green,33.0,2021,WR,ARI,16.0,9.0,,,,,,0.0,0.0,0.0,92.0,54.0,848.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0,187.0,204.0,214.0,197.0,64.0
AJ Dillon,23.0,2021,RB,GNB,17.0,2.0,,,,,,187.0,803.0,5.0,37.0,34.0,313.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Jones,27.0,2021,RB,GNB,15.0,15.0,,,,,,171.0,799.0,4.0,65.0,52.0,391.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,7.0,11.0,9.4,6.0
Aaron Rodgers,38.0,2021,QB,GNB,16.0,16.0,531.0,366.0,4115.0,37.0,4.0,33.0,101.0,3.0,1.0,1.0,-4.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,57.0,43.0,64.0,54.4,5.0
Adam Humphries,28.0,2021,WR,WAS,17.0,11.0,,,,,,0.0,0.0,0.0,62.0,41.0,383.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.0,101.0
Adam Prentice,24.0,2021,RB,NOR,7.0,3.0,,,,,,3.0,5.0,0.0,3.0,3.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Shaheen,27.0,2021,TE,MIA,12.0,7.0,,,,,,0.0,0.0,0.0,16.0,12.0,110.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Thielen,31.0,2021,WR,MIN,13.0,13.0,,,,,,1.0,2.0,0.0,95.0,67.0,726.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,51.0,54.0,61.0,50.6,20.0
Adam Trautman,24.0,2021,TE,NOR,13.0,10.0,,,,,,0.0,0.0,0.0,43.0,27.0,263.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,220.0,242.0,207.5,23.0
Adrian Peterson,36.0,2021,RB,2TM,4.0,3.0,,,,,,38.0,98.0,2.0,4.0,4.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0,,349.5,97.0
Albert Okwuegbunam,23.0,2021,TE,DEN,14.0,6.0,,,,,,0.0,0.0,0.0,40.0,33.0,330.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,43.0
Albert Wilson,29.0,2021,WR,MIA,14.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,39.0,25.0,213.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,120.0
Aldrick Rosas,27.0,2021,K,2TM,5.0,0.0,,,,,,,,,,,,,,1.0,0.0,2.0,2.0,2.0,0.0,5.0,2.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,33.0
Alec Ingold,25.0,2021,RB,LVR,9.0,3.0,,,,,,2.0,1.0,0.0,12.0,10.0,85.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Armah,27.0,2021,RB,NOR,9.0,2.0,,,,,,5.0,21.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Bachman,25.0,2021,WR,NYG,3.0,0.0,,,,,,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Collins,27.0,2021,RB,SEA,11.0,6.0,,,,,,108.0,411.0,2.0,10.0,9.0,87.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,270.0,80.0
Alex Erickson,29.0,2021,WR,CAR,17.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,55.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Kessman,23.0,2021,K,NYJ,1.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Mattison,23.0,2021,RB,MIN,16.0,4.0,,,,,,134.0,491.0,3.0,39.0,32.0,228.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,170.0,192.0,142.0,154.2,46.0
Allen Lazard,26.0,2021,WR,GNB,15.0,13.0,,,,,,3.0,32.0,0.0,60.0,40.0,513.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,226.0,223.0,227.8,74.0
Allen Robinson,28.0,2021,WR,CHI,12.0,11.0,,,,,,0.0,0.0,0.0,66.0,38.0,410.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,32.0,31.0,28.0,34.0,32.0,11.0
Alvin Kamara,26.0,2021,RB,NOR,13.0,10.0,,,,,,240.0,898.0,4.0,67.0,47.0,439.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,3.0,3.0,3.0
Amari Cooper,27.0,2021,WR,DAL,15.0,14.0,,,,,,0.0,0.0,0.0,104.0,68.0,865.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,42.0,41.0,42.0,41.2,15.0
Amari Rodgers,22.0,2021,WR,GNB,16.0,1.0,,,,,,1.0,11.0,0.0,8.0,4.0,45.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,257.0,200.0,259.5,82.0
Ameer Abdullah,28.0,2021,RB,2TM,17.0,1.0,,,,,,51.0,166.0,0.0,53.0,38.0,289.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0,96.0
Amon-Ra St. Brown,22.0,2021,WR,DET,17.0,9.0,,,,,,7.0,61.0,1.0,119.0,90.0,912.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,189.0,203.0,211.0,198.5,65.0
Andre Roberts,33.0,2021,WR,2TM,16.0,0.0,,,,,,3.0,19.0,0.0,2.0,1.0,35.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Wingard,25.0,2021,SS,JAX,15.0,15.0,,,,,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Dalton,34.0,2021,QB,CHI,8.0,6.0,236.0,149.0,1515.0,8.0,9.0,16.0,76.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,31.0
Andy Isabella,25.0,2021,WR,ARI,8.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,130.0
Andy Janovich,28.0,2021,RB,CLE,13.0,3.0,,,,,,2.0,0.0,1.0,4.0,3.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Lee,39.0,2021,K,ARI,16.0,0.0,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Firkser,26.0,2021,RB,TEN,15.0,1.0,,,,,,0.0,0.0,0.0,43.0,34.0,291.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0,220.0,264.0,195.0,215.4,2.0
Anthony McFarland Jr.,23.0,2021,RB,PIT,2.0,0.0,,,,,,3.0,3.0,0.0,1.0,1.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,67.0
Anthony Miller,27.0,2021,WR,2TM,3.0,1.0,,,,,,0.0,0.0,0.0,12.0,6.0,25.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,279.5,91.0
Anthony Schwartz,21.0,2021,WR,CLE,14.0,2.0,,,,,,6.0,39.0,0.0,23.0,10.0,135.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0,121.0
Antoine Wesley,24.0,2021,WR,ARI,15.0,4.0,,,,,,0.0,0.0,0.0,32.0,19.0,208.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Brown,33.0,2021,WR,TAM,7.0,3.0,,,,,,1.0,6.0,0.0,62.0,42.0,545.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,97.0,110.0,92.0,94.6,38.0
Antonio Gibson,23.0,2021,RB,WAS,16.0,14.0,,,,,,258.0,1037.0,7.0,52.0,42.0,294.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,21.0,20.0,15.0,17.6,12.0
Antony Auclair,28.0,2021,TE,HOU,16.0,13.0,,,,,,0.0,0.0,0.0,5.0,5.0,47.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arryn Siposs,29.0,2021,K,PHI,17.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashton Dulin,24.0,2021,WR,IND,17.0,1.0,,,,,,3.0,32.0,0.0,22.0,13.0,173.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auden Tate,24.0,2021,WR,CIN,7.0,0.0,,,,,,0.0,0.0,0.0,4.0,3.0,39.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Ekeler,26.0,2021,RB,LAC,16.0,16.0,,,,,,206.0,911.0,12.0,94.0,70.0,647.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,13.0,6.0,8.0,10.4,8.0
Austin Hooper,27.0,2021,TE,CLE,16.0,16.0,,,,,,0.0,0.0,0.0,61.0,38.0,345.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,166.0,174.0,159.0,174.2,19.0
Austin Seibert,25.0,2021,K,DET,6.0,0.0,,,,,,,,,,,,,,4.0,4.0,6.0,5.0,2.0,1.0,12.0,10.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,211.0,,211.0,15.0
Austin Walter,25.0,2021,RB,NYJ,4.0,0.0,,,,,,26.0,101.0,1.0,3.0,2.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baker Mayfield,26.0,2021,QB,CLE,14.0,14.0,418.0,253.0,3010.0,17.0,13.0,37.0,134.0,1.0,0.0,0.0,11.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,126.0,143.0,153.0,138.6,15.0
Ben Ellefson,25.0,2021,TE,MIN,5.0,0.0,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Roethlisberger,39.0,2021,QB,PIT,16.0,16.0,605.0,390.0,3740.0,22.0,10.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0,181.0,166.0,164.0,165.0,21.0
Ben Skowronek,24.0,2021,WR,LAR,14.0,1.0,,,,,,0.0,0.0,0.0,20.0,11.0,133.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benny Snell Jr.,23.0,2021,RB,PIT,17.0,0.0,,,,,,36.0,98.0,0.0,4.0,2.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0,228.0,244.7,72.0
Blaine Gabbert,32.0,2021,QB,TAM,6.0,0.0,11.0,7.0,67.0,0.0,0.0,9.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Bell,30.0,2021,TE,KAN,16.0,5.0,,,,,,4.0,10.0,0.0,13.0,9.0,87.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Gillikin,23.0,2021,K,NOR,17.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Jarwin,27.0,2021,TE,DAL,8.0,5.0,,,,,,0.0,0.0,0.0,17.0,11.0,96.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,218.0,202.0,236.0,219.0,26.0
Boston Scott,26.0,2021,RB,PHI,16.0,4.0,,,,,,87.0,373.0,7.0,16.0,13.0,83.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,297.0,206.0,238.8,69.0
Braden Mann,24.0,2021,K,NYJ,10.0,0.0,,,,,,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley Pinion,27.0,2021,K,TAM,15.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Cooks,28.0,2021,WR,HOU,16.0,16.0,,,,,,2.0,21.0,0.0,134.0,90.0,1037.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,94.0,100.0,100.0,92.8,37.0
Brandon Aiyuk,23.0,2021,WR,SFO,17.0,16.0,,,,,,5.0,17.0,0.0,84.0,56.0,826.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,61.0,64.0,62.0,60.8,23.0
Brandon Allen,29.0,2021,QB,CIN,6.0,1.0,34.0,17.0,149.0,2.0,0.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Bolden,31.0,2021,RB,NWE,17.0,1.0,,,,,,44.0,226.0,1.0,49.0,41.0,405.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Brandon McManus,30.0,2021,K,DEN,17.0,0.0,,,,,,,,,,,,,,14.0,13.0,8.0,8.0,9.0,5.0,31.0,26.0,34.0,33.0,,,,,,,,,,,,,,,,,,,,,,143.0,,177.0,238.0,195.5,12.0
Brandon Zylstra,28.0,2021,WR,CAR,13.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,250.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Berrios,26.0,2021,WR,NYJ,16.0,1.0,,,,,,7.0,40.0,2.0,65.0,46.0,431.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breshad Perriman,28.0,2021,WR,TAM,6.0,0.0,,,,,,1.0,-3.0,0.0,18.0,11.0,167.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,80.0
Brett Maher,32.0,2021,K,NOR,8.0,0.0,,,,,,,,,,,,,,13.0,12.0,4.0,4.0,1.0,0.0,18.0,16.0,12.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Rypien,25.0,2021,QB,DEN,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevin Jordan,21.0,2021,TE,HOU,9.0,2.0,,,,,,0.0,0.0,0.0,28.0,20.0,178.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Hoyer,36.0,2021,QB,NWE,5.0,0.0,11.0,9.0,227.0,1.0,0.0,11.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Johnson,22.0,2021,K,2TM,7.0,0.0,,,,,,,,,,,,,,8.0,8.0,1.0,1.0,1.0,1.0,10.0,10.0,13.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Wright,23.0,2021,TE,DET,10.0,5.0,,,,,,0.0,0.0,0.0,17.0,12.0,117.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan Edwards,23.0,2021,WR,LVR,16.0,12.0,,,,,,1.0,0.0,0.0,59.0,34.0,571.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0,191.0,262.0,191.0,207.4,68.0
Brycen Hopkins,24.0,2021,TE,LAR,5.0,0.0,,,,,,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Howell,25.0,2021,RB,LAR,10.0,0.0,,,,,,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byron Pringle,28.0,2021,WR,KAN,17.0,5.0,,,,,,0.0,0.0,0.0,60.0,42.0,568.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0,267.0,85.0
C.J. Beathard,28.0,2021,QB,JAX,2.0,0.0,2.0,2.0,33.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Board,28.0,2021,WR,NYG,6.0,1.0,,,,,,1.0,6.0,0.0,6.0,4.0,51.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Ham,28.0,2021,RB,MIN,17.0,8.0,,,,,,7.0,34.0,0.0,18.0,17.0,125.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Saunders,25.0,2021,WR,CAR,2.0,0.0,,,,,,0.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Uzomah,28.0,2021,TE,CIN,16.0,16.0,,,,,,0.0,0.0,0.0,63.0,49.0,493.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0,308.0,35.0
Cairo Santos,30.0,2021,K,CHI,17.0,0.0,,,,,,,,,,,,,,15.0,15.0,13.0,11.0,2.0,0.0,30.0,26.0,28.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,171.0,,249.5,20.0
Calvin Ridley,27.0,2021,WR,ATL,5.0,5.0,,,,,,0.0,0.0,0.0,52.0,31.0,281.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,19.0,18.0,18.0,18.4,5.0
Cam Akers,22.0,2021,RB,LAR,1.0,0.0,,,,,,5.0,3.0,0.0,3.0,3.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0,,134.0,,271.7,84.0
Cam Newton,32.0,2021,QB,CAR,8.0,5.0,126.0,69.0,684.0,4.0,5.0,47.0,230.0,5.0,0.0,0.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,258.0,198.0,,234.8,30.0
Cam Sims,25.0,2021,WR,WAS,14.0,3.0,,,,,,1.0,7.0,0.0,23.0,15.0,211.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0,117.0
Cameron Batson,26.0,2021,WR,TEN,4.0,0.0,,,,,,2.0,15.0,0.0,5.0,2.0,15.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Brate,30.0,2021,TE,TAM,17.0,3.0,,,,,,0.0,0.0,0.0,57.0,30.0,245.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Nizialek,26.0,2021,K,ATL,4.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hyde,31.0,2021,RB,JAX,12.0,2.0,,,,,,72.0,253.0,1.0,21.0,12.0,65.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,278.0,213.0,249.5,74.0
Carson Wentz,29.0,2021,QB,IND,17.0,17.0,516.0,322.0,3563.0,27.0,7.0,57.0,215.0,1.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,242.0,224.0,177.0,231.8,29.0
Case Keenum,33.0,2021,QB,CLE,7.0,2.0,72.0,47.0,462.0,3.0,1.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedrick Wilson Jr.,26.0,2021,WR,DAL,16.0,4.0,3.0,3.0,88.0,0.0,0.0,2.0,11.0,0.0,61.0,45.0,602.0,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CeeDee Lamb,22.0,2021,WR,DAL,16.0,13.0,,,,,,9.0,76.0,0.0,120.0,79.0,1102.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,33.0,28.0,32.8,12.0
Cethan Carter,26.0,2021,TE,MIA,16.0,1.0,,,,,,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
